date,Open,High,Low,Close,Volume,RSI,MACD,ATR,BB_upper,BB_lower,Momentum
2024-08-27,62840.09,63226.26,58025.49,59439.64,14195.89496578,46.973815424601035,285.1578707572626,2563.8014285714294,64527.743446542416,56478.31155345759,-57.849999999998545
2024-08-28,59437.68,60236.98,57851.62,59045.88,10001.12169866,46.04116855017957,81.2561232821754,2493.2100000000005,64403.209043762006,56336.875956237986,607.9799999999959
2024-08-29,59047.94,61194.09,58729.39,59364.47,10933.22040343,46.958782720376476,-54.00736688528559,2400.439285714286,64345.43383580272,56244.885164197265,-88.19999999999709
2024-08-30,59353.12,59929.63,57700.0,59112.77,9382.9124508,46.28903466922898,-179.44619973003864,2361.4807142857144,64275.64371626748,56132.45028373252,95.18000000000029
2024-08-31,59117.59,59446.99,58739.31,58968.37,1368.21775121,45.884709039821665,-287.19860495336616,2347.2028571428573,64270.549672218374,56162.13232778163,-2194.909999999996
2024-09-01,58968.37,59070.55,57200.0,57299.0,4411.05388122,41.38423581553175,-501.5162032912631,2347.7428571428577,64359.39587411005,55867.30812588995,-3084.290000000001
2024-09-02,57291.21,59423.0,57119.01,59139.83,4318.6544603,47.49930045912096,-516.8667295868654,2382.3271428571434,64301.09453903495,55779.273460965065,-4946.889999999999
2024-09-03,59138.89,59825.7,57394.49,57468.84,8264.44971184,43.10344453948185,-656.3016236408366,2349.908571428572,64354.95709516901,55603.23290483098,-6710.790000000001
2024-09-04,57460.5,58531.25,55555.0,57971.0,13715.96171494,44.7579898210489,-718.0079181430556,2344.2057142857147,64330.17892704568,55670.750072954324,-6280.93
2024-09-05,57971.0,58326.12,55628.04,56156.82,12281.57828747,40.2087747940303,-902.8917908368967,2416.8914285714286,64502.60624404952,55225.10575595046,-6683.18
2024-09-06,56156.82,56995.0,52530.0,53950.01,18495.45064356,35.48412863529329,-1213.4962860718224,2404.12,64927.70484293381,54245.25915706618,-5489.629999999997
2024-09-07,53950.0,54847.0,53733.1,54156.33,3284.57722628,36.23847055709068,-1426.5597933234385,2414.7157142857145,65226.090776527504,53518.7162234725,-4889.549999999996
2024-09-08,54159.6,55315.95,53623.95,54881.11,3684.86816392,38.939394400449096,-1519.415591958481,2445.8342857142857,65331.79645431714,52955.85454568286,-4483.360000000001
2024-09-09,54881.1,58119.97,54565.56,57053.9,10203.03329517,46.285265194705055,-1401.5226069351265,2578.109285714286,65303.961369888726,52787.32063011128,-2058.8699999999953
2024-09-10,57047.82,58050.35,56377.76,57645.59,6433.21371111,48.11580191715389,-1245.9841986469182,2326.0964285714285,65074.98801982099,52664.524980179005,-1322.780000000006
2024-09-11,57641.15,58014.35,55534.41,57352.79,11678.94297124,47.25754426180135,-1133.2816371829686,2332.8521428571426,64915.8451954944,52520.617804505586,53.79000000000087
2024-09-12,57352.92,58600.0,57311.15,58137.54,10175.62390483,49.83999736487667,-969.4658794869028,2248.8628571428567,64081.279645276016,52760.26535472398,-1002.2900000000009
2024-09-13,58137.33,60670.0,57630.01,60543.35,11935.95544754,56.82019138408368,-638.1556889331623,2306.745714285714,63325.082851180814,53152.83414881917,3074.510000000002
2024-09-14,60543.35,60660.0,59436.8,60012.35,3147.39019631,55.0009188323563,-413.6687226710201,2343.568571428571,62354.77287411947,53699.18612588053,2041.3499999999985
2024-09-15,60012.34,60402.34,58695.75,59122.33,3975.3568185,51.99585483234774,-304.0731938596946,2331.8571428571418,61577.40719649706,54104.78480350295,2965.510000000002
2024-09-16,59122.7,59214.15,57477.0,58208.75,7654.10991835,49.03432904271857,-287.62070611453237,2291.3685714285707,61444.87042718058,54114.23257281943,4258.739999999998
2024-09-17,58209.76,61373.41,57620.27,60312.6,11701.89074715,55.34238063007958,-103.62436151516886,2385.7921428571426,61641.68762457601,54044.08737542399,6156.269999999997
2024-09-18,60317.38,61800.0,59174.5,61769.18,11471.50683029,59.11534004678067,157.90763908564986,2360.738571428571,62101.724831481355,53824.521168518644,6888.07
2024-09-19,61770.38,63891.82,61569.16,62960.14,15075.86835522,61.94628329403284,456.0174670311826,2333.9228571428566,62840.66401708777,53470.318982912235,5906.239999999998
2024-09-20,62956.04,64140.67,62340.0,63210.69,10636.1082809,62.53402928764263,704.3694123784662,2143.6135714285706,63563.980600845876,53171.23439915412,5565.100000000006
2024-09-21,63210.94,63575.63,62755.0,63362.74,1960.85712028,62.908436697697354,903.0494902160426,2122.6657142857134,64294.65107579517,53046.93792420482,6009.949999999997
2024-09-22,63362.74,64000.0,62380.55,63577.66,2882.2341982,63.46421423366594,1065.5639729638133,2117.48357142857,64929.493996016994,52855.87800398301,5440.120000000003
2024-09-23,63580.39,64739.67,62566.28,63338.87,7014.74459935,62.346421279400815,1161.6981805529358,2018.8392857142842,65496.12691632064,52876.24808367936,2795.520000000004
2024-09-24,63338.85,64700.0,62689.15,64272.93,8933.46473574,64.94717265230658,1298.2901872902512,2043.0007142857128,66174.64653668554,52827.92146331448,4260.580000000002
2024-09-25,64272.93,64811.0,62932.8,63130.89,5909.09510453,59.53289179527611,1299.408481032704,2000.0192857142845,66516.35419753275,53183.62080246725,4008.5599999999977
2024-09-26,63131.13,65865.0,62652.99,65177.21,12789.85035505,65.14051044093236,1448.7157655200135,2137.3878571428563,66873.53187185667,53949.16312814333,6968.459999999999
2024-09-27,65176.39,66550.0,64827.85,65789.0,9529.0168808,66.62937157856602,1597.9885865226606,2043.2564285714277,67172.52500437241,54813.43699562758,5476.4000000000015
2024-09-28,65787.53,66266.39,65400.0,65858.99,2755.22680581,66.80404892639788,1702.3127786298937,2017.7699999999993,67376.15687051784,55707.593129482164,4089.810000000005
2024-09-29,65857.33,66059.0,65433.29,65600.01,2721.35197741,65.43907525634056,1743.9893077323723,1940.5642857142852,67669.76687349744,56268.59412650255,2639.8699999999953
2024-09-30,65600.01,65624.95,62833.95,63301.25,10629.74147917,54.74634302693994,1573.3904709011767,2015.839285714285,67599.6812345,56904.245765499996,90.55999999999767
2024-10-01,63305.52,64106.75,60150.89,60790.0,15970.80295516,45.919085965221214,1221.472402490399,2030.3192857142847,67309.58460469785,57538.06339530215,-2572.739999999998
2024-10-02,60792.63,62380.34,59969.2,60631.37,8764.03050337,45.42088302001032,919.1789596900417,2015.0078571428562,67088.75246739552,58008.27853260448,-2946.290000000001
2024-10-03,60631.36,61474.92,59824.87,60744.99,7834.55718072,45.87385806008824,680.9280975565416,1966.9642857142846,67080.94675634612,58036.24824365387,-2593.8800000000047
2024-10-04,60745.0,62481.0,60454.5,62090.71,7884.21831808,51.055164142885495,593.8553355139811,1983.0949999999991,67031.42158130971,58293.6094186903,-2182.220000000001
2024-10-05,62090.7,62380.04,61686.34,62051.29,1783.56564961,50.90145172932501,515.7237374975666,1974.028571428571,66863.24283898721,58754.68416101278,-1079.5999999999985
2024-10-06,62051.29,62978.75,61805.85,62810.86,2086.21821773,53.78850721052696,509.2248075702082,1942.1321428571428,66468.22197448781,59609.916025512175,-2366.3499999999985
2024-10-07,62810.93,64467.02,62113.28,62200.28,10707.1500015,51.183117647666926,449.62268517617485,1955.0142857142855,66343.55039386678,59923.35560613323,-3588.720000000001
2024-10-08,62203.82,63191.05,61824.48,62122.02,6566.33034742,50.84318111117911,391.5589974295508,1908.9942857142855,66333.3807115669,59968.80928843308,-3736.9700000000084
2024-10-09,62118.44,62507.68,60255.0,60578.28,7582.36723494,44.55675696137255,218.45794295650558,1935.7428571428572,66416.24494642169,59647.75905357831,-5021.729999999996
2024-10-10,60578.28,61271.59,58863.9,60279.53,10462.57962276,43.437438638761456,56.51600064336526,1878.2914285714282,66484.18103823069,59286.70696176932,-3021.720000000001
2024-10-11,60279.53,63416.7,60029.98,62518.75,11454.9900534,52.97326621196973,107.62158999183885,1997.1892857142848,66438.207389673,59248.281610327016,1728.75
2024-10-12,62518.75,63474.25,62464.15,63187.47,3943.90648994,55.39192727488544,199.78030996580492,2007.4542857142847,66406.12949479207,59241.34050520793,2556.0999999999985
2024-10-13,63183.08,63270.18,62033.0,62845.3,2257.61460657,53.86533909257888,242.4121240768509,2051.1307142857136,66373.30016430773,59224.81283569229,2100.310000000005
2024-10-14,62847.89,66500.0,62426.67,66065.65,13638.71106556,63.938486671524345,529.9446038040041,2142.7257142857134,66700.58309782753,59076.801902172454,3974.939999999995
2024-10-15,66065.64,67944.76,64778.44,67056.6,16324.01191342,66.37167879097527,828.2302263388992,2086.3299999999986,67329.16053280575,58840.79546719426,5005.310000000005
2024-10-16,67056.62,68399.0,66743.0,67608.44,12465.75691229,67.67952392480657,1096.5126915575383,2032.3914285714272,67825.74164741849,58587.33735258151,4797.580000000002
2024-10-17,67608.45,67926.99,66629.97,67402.33,7912.22639285,66.6371155464305,1277.7678116968382,2007.1749999999993,68146.40886456608,58428.00313543393,5202.050000000003
2024-10-18,67399.86,69000.62,67149.24,68426.11,11802.74441943,69.17664237190735,1486.884412242478,1994.666428571427,68679.5619879844,58151.562012015595,6304.090000000004
2024-10-19,68426.11,68689.29,68005.83,68363.73,1868.86958754,68.83284043634853,1628.8014706501272,1993.9349999999977,69191.06168423545,57916.43431576455,7785.449999999997
2024-10-20,68363.73,69380.0,68083.18,69014.86,2632.89214855,70.48192846062385,1773.3702033552545,2002.7864285714265,69979.53690901483,57699.32009098517,8735.330000000002
2024-10-21,69014.87,69498.0,66802.0,67346.15,10226.59346669,61.50090255252499,1733.3104901942643,2027.2335714285696,70321.88079995196,58012.59120004804,4827.399999999994
2024-10-22,67346.15,67800.0,66535.0,67380.08,8598.06472763,61.608023970087096,1684.8785156072263,2019.9785714285697,70582.60594448913,58426.73705551087,4192.610000000001
2024-10-23,67389.7,67415.65,65149.51,66601.11,9021.17140157,57.642589294759645,1565.5922846275498,2020.9399999999976,70673.67849455206,58921.276505447924,3755.8099999999977
2024-10-24,66601.1,68800.0,66445.32,68156.84,10016.19830413,62.79335930597049,1578.3967214995791,2017.153571428569,71014.81878903825,59186.749210961745,2091.1900000000023
2024-10-25,68156.84,68742.38,65500.01,66564.51,14485.49253537,55.37150210846621,1443.4177849007392,2006.8428571428553,71093.13168833792,59559.75831166207,-492.09000000001106
2024-10-26,66564.51,67365.18,66331.95,67012.56,2949.2199701,56.914646705184175,1356.9577316121795,2008.4949999999978,71222.92761505528,59850.132384944714,-595.8800000000047
2024-10-27,67008.15,68261.37,66836.78,67943.19,2819.59766921,60.00782283963294,1347.9927584474935,2021.8814285714263,71379.21720466137,60268.13379533863,540.8600000000006
2024-10-28,67943.18,70235.98,67532.48,69924.5,16140.14013624,65.66021885592086,1483.6603976096667,1924.036428571426,71770.67822791723,60656.920772082754,1498.3899999999994
2024-10-29,69924.49,73624.98,69705.76,72724.35,20616.91187006,71.73894894986972,1796.3947542454553,1977.8149999999982,72439.2431238006,61202.9628761994,4360.62000000001
2024-10-30,72724.35,72948.6,71400.01,72322.91,13543.49337837,69.83028395800775,1988.919110535644,1970.1428571428562,72657.8165787993,62188.72742120068,3308.050000000003
2024-10-31,72322.91,72684.02,69559.33,70197.83,14726.78460342,60.63367145589143,1947.5694852868182,2100.690714285713,72637.99564696947,62976.45635303052,2851.6800000000076
2024-11-01,70198.02,71620.0,68720.0,69467.29,15295.28781188,57.81479235528051,1834.7018360430084,2175.5921428571423,72481.0685930278,63761.36540697221,2087.209999999992
2024-11-02,69466.64,69891.92,69000.0,69358.94,2203.99644104,57.38864660170107,1716.721178247506,2190.4821428571427,72055.79840415397,64837.999595846035,2757.8300000000017
2024-11-03,69360.95,69364.65,67444.0,68738.18,6758.88506466,54.89227123881436,1555.2030995958048,2235.041428571428,72011.71718527125,65149.333814728765,581.3399999999965
2024-11-04,68736.4,69453.94,66783.77,67807.48,12431.01371517,51.289915783728425,1336.6906094886654,2233.1964285714275,71995.0557673506,65241.083232649406,1242.9700000000012
2024-11-05,67810.15,70557.67,67427.53,69380.73,12867.66127618,56.48814762674009,1275.7598481854948,2366.420714285713,72065.0802621807,65348.28773781929,2368.1699999999983
2024-11-06,69380.64,76509.56,69285.82,75646.55,45398.11837369,70.15078489059255,1713.3209913447063,2720.534999999999,73629.38484329941,64608.405156700566,7703.360000000001
2024-11-07,75646.55,76999.0,74463.96,75920.0,21932.40207681,70.5848774328171,2058.428200471215,2733.417857142856,74914.865758247,64072.313241753,5995.5
2024-11-08,75925.0,77312.18,75654.26,76566.73,18378.39876264,71.6355176798029,2356.9444674453116,2620.242857142856,76144.38548321453,63663.09351678546,3842.37999999999
2024-11-09,76566.72,76952.67,75758.58,76716.06,4836.57005338,71.88522240729516,2575.8773322546913,2631.7328571428557,77211.59290674597,63366.00609325403,4393.149999999994
2024-11-10,76716.06,81534.28,76535.33,80428.92,16728.21105103,77.24827868558272,3014.2337667092797,2887.0442857142843,79063.72341386019,62822.152586139804,10231.089999999997
2024-11-11,80427.69,89666.0,80277.34,88770.73,35560.11866694,84.43310304844661,3988.768708043106,3364.5557142857133,83209.34228918438,60815.59871081561,19303.440000000002
2024-11-12,88770.74,90100.0,85010.0,88035.43,40111.80924643,81.97570223404723,4648.180770819832,3448.182857142856,86061.80374813649,60106.569251863475,18676.48999999999
2024-11-13,88035.43,93495.0,86220.5,90493.82,42318.6909168,83.68536875513321,5307.954315493116,3857.1764285714266,89096.16130914066,59305.90969085934,21755.640000000014
2024-11-14,90499.4,91831.25,86672.07,87340.4,23422.75915863,73.99044468991057,5512.826530658858,4002.4971428571403,90776.55842769142,59703.10157230859,19532.92
2024-11-15,87338.96,91934.62,87100.83,91058.36,20388.33115227,77.32574860896221,5907.104117690047,4140.624999999997,92986.98763126394,59897.25236873606,21677.630000000005
2024-11-16,91058.36,91820.73,90069.21,90636.24,6598.0269304,76.13207375209564,6115.020242940242,4202.024999999996,94767.4833879711,60386.06161202889,14989.690000000002
2024-11-17,90638.54,91439.82,88713.64,89886.69,5574.55122824,73.94912121719659,6148.437489299322,4259.562857142854,96207.2380949053,60942.52590509469,13966.690000000002
2024-11-18,89877.11,92674.8,89372.65,90520.3,17340.77166451,74.61181721423762,6155.095816340792,4304.704285714283,97641.613446857,61287.745553143,13953.570000000007
2024-11-19,90521.32,94105.84,90403.24,92435.89,18267.16111244,76.55373508561138,6242.979510560268,4345.594285714283,99200.68797408474,61739.96902591527,15719.830000000002
2024-11-20,92445.04,94989.99,91600.0,94393.15,20329.039987,78.37388976801309,6396.823891950902,4071.7549999999983,100739.42179926994,62620.76720073004,13964.229999999996
2024-11-21,94384.15,99073.53,94127.2,98439.09,31188.09394751,81.56056522042277,6767.212009656374,4243.989999999999,102677.37336641282,63579.99563358718,9668.36
2024-11-22,98439.1,99860.0,97209.52,99024.03,29936.62215019,81.9741194599311,7026.944785526415,4314.887142857142,104262.96623772071,64960.911762279284,10988.600000000006
2024-11-23,99024.03,99044.11,97215.01,97778.77,12072.47203722,77.9652725231945,7051.023002683549,4360.245,105057.0146514561,67070.9223485439,7284.949999999997
2024-11-24,97778.78,98700.0,95780.77,98028.18,8654.77135767,78.19527464519925,7009.430118659278,4211.693571428571,105212.7233017292,69937.28369827081,10687.779999999999
2024-11-25,98032.06,98999.0,92534.93,93000.01,20695.912495,63.748391392115316,6495.855977401967,4002.7942857142853,104303.3761317119,73208.55886828809,1941.6499999999942
2024-11-26,93001.48,95004.92,90682.58,91929.54,17848.01962899,61.157823911621556,5934.062607728556,3947.961428571428,103883.43096452259,75256.80303547741,1293.2999999999884
2024-11-27,91929.53,97386.06,91747.46,95951.19,15213.90946356,66.64231176448523,5747.1018467852555,3831.1114285714275,103609.81500089179,77533.53799910822,6064.5
2024-11-28,95951.19,96676.31,94671.59,95665.53,5586.55288339,65.93020226738682,5512.340887678263,3605.7928571428565,102942.55755109328,80110.67544890672,5145.229999999996
2024-11-29,95665.53,98750.0,95383.46,97490.56,12587.02498942,68.26345422709174,5411.179100484151,3500.989285714285,101897.51187551372,83233.17112448627,5054.669999999998
2024-11-30,97489.8,97509.6,96129.73,96465.42,3476.04255853,65.54795858695684,5188.477881451909,3474.442857142858,100888.84167003432,85845.49132996569,2072.270000000004
2024-12-01,96464.95,97895.9,95753.42,97263.18,4039.27591451,66.65945311579276,5018.507890683599,3432.75,101178.5437866392,86405.0342133608,-1175.9100000000035
2024-12-02,97259.17,98200.0,94400.63,95862.89,15554.61486745,62.827896041948286,4716.445500301779,3468.2657142857133,101100.26557292082,87266.05842707917,-3161.1399999999994
2024-12-03,95862.89,96310.1,93571.3,95924.52,17898.7046212,62.928892925330395,4430.9546189450775,3399.422857142857,101185.87327789789,87723.52072210211,-1854.25
2024-12-04,95924.85,99263.2,94634.85,98746.24,17528.92050771,67.30847297072393,4381.878690600701,3487.8771428571417,101120.99195467193,88928.98604532804,718.0600000000122
2024-12-05,98746.24,104000.0,92055.86,97044.23,36399.8182427,62.51126984374483,4157.720072204393,3987.720714285713,101183.46519350901,89465.099806491,4044.220000000001
2024-12-06,97049.47,102104.12,96424.2,99891.35,17801.21293952,66.7769319776566,4161.836481469916,4204.109285714285,101548.3447547808,90025.7312452192,7961.810000000012
2024-12-07,99885.37,100583.27,99012.73,99929.32,4774.3508777,66.83113653757493,4120.662198342092,4185.640714285713,101619.65356043894,90958.68543956107,3978.1300000000047
2024-12-08,99919.2,101435.05,98729.66,101174.99,4230.35225168,68.63887190653615,4140.813717847734,4170.366428571428,101845.6801476635,91798.12785233652,5509.460000000006
2024-12-09,101175.0,101290.73,94220.8,97324.81,20103.05073464,58.0989938169194,3802.2763189664256,4213.642142857141,101647.84069999172,92484.85930000829,-165.75
2024-12-10,97330.66,98338.17,94273.38,96660.76,20620.53877488,56.487883841909465,3440.737031307668,4195.245714285712,101591.77557216851,92767.6854278315,195.3399999999965
2024-12-11,96660.75,101984.98,95722.79,101202.11,21190.23753294,63.867354524480945,3480.5420107054233,4239.787857142856,102056.88005466442,92578.88294533556,3938.9300000000076
2024-12-12,101211.61,102595.0,99298.39,100030.47,14796.92456547,60.993325063863686,3378.5997921628586,4332.0657142857135,102203.87266444608,92532.5343355539,4167.580000000002
2024-12-13,100024.75,101959.13,99220.81,101428.75,13327.59954074,63.1259652469898,3371.771674590622,4287.192857142857,102715.88783015641,92385.51716984356,5504.229999999996
2024-12-14,101428.74,102650.0,100600.0,101399.99,4181.40180281,63.04960972005035,3325.703016383428,4335.059285714285,103162.71465924193,92275.87134075805,2653.75
2024-12-15,101400.0,105100.0,101221.34,104447.76,7796.33358128,67.53160376881257,3494.8365403933567,4459.072142857142,104044.38373814574,92538.97726185423,7403.529999999999
2024-12-16,104445.15,107857.79,103289.21,106099.81,22575.87902891,69.67858104391479,3719.3088279749936,4514.015714285713,104941.03925348309,93059.34874651689,6208.459999999992
2024-12-17,106099.98,108388.88,105337.97,106136.99,11994.58863972,69.72709777705046,3855.7580694936623,4536.309285714285,106064.42920783724,92954.53879216276,6207.669999999998
2024-12-18,106145.83,106528.13,99939.82,100150.73,22294.42835455,54.58335761132297,3441.1860727405583,4676.306428571428,106037.0275193581,93430.46048064188,-1024.2600000000093
2024-12-19,100148.6,102796.22,95539.67,97372.21,23522.12863874,49.2380240485582,2855.5148379882303,4341.478571428571,106040.19260713455,93415.46039286544,47.40000000000873
2024-12-20,97372.2,98132.47,92115.66,97765.0,21766.62386138,49.98371280230106,2395.447804059906,4365.542142857143,105989.46477269506,93596.14622730491,1104.2400000000052
2024-12-21,97762.75,99596.57,96368.0,97230.08,6451.43271418,48.929560205046116,1965.0261928162217,4483.972857142857,105990.6714698054,93591.62953019461,-3972.029999999999
2024-12-22,97230.09,97387.98,94182.98,95087.75,4933.50127735,44.84994585618654,1434.5097031772602,4519.659285714285,106063.99501197076,93440.79198802925,-4942.720000000001
2024-12-23,95091.15,96430.08,92360.91,94764.56,13476.98947566,44.25053779385932,976.7336534239148,4305.319285714286,106173.20438906239,93215.58661093764,-6664.190000000002
2024-12-24,94767.88,99444.0,93426.25,98594.47,13355.36314305,52.3736634426373,912.4662223815685,4444.816428571429,106170.64549106368,93202.96850893632,-2805.520000000004
2024-12-25,98594.47,99484.92,97557.48,99346.28,5254.2370598,53.796838727620774,911.6892183183954,4135.191428571429,106168.90567225414,93434.91332774587,-5101.479999999996
2024-12-26,99358.67,99887.0,95083.93,95669.49,11403.37268934,46.48146620731644,607.3856485444703,4242.795714285715,106219.8789478179,92961.7540521821,-10430.319999999992
2024-12-27,95669.4,97340.47,93234.31,94171.89,13169.12897588,43.86503193372049,242.58273036211904,4340.498571428572,106356.55933643063,92249.33066356936,-11965.100000000006
2024-12-28,94171.7,95534.17,94002.72,95130.82,2722.6591363,45.962526310901666,30.499843121113372,4303.459285714286,106232.31174104685,91769.16125895314,-5019.909999999989
2024-12-29,95125.59,95170.06,92841.48,93563.35,3417.52751094,43.12589763878268,-261.04988156196487,4192.739285714286,106413.95834078074,91211.36865921925,-3808.8600000000006
2024-12-30,93563.35,94910.48,91271.19,92620.71,15271.24432744,41.46842103545844,-561.6934563813265,4126.361428571429,106654.57985039812,90566.74214960187,-5144.289999999994
2024-12-31,92620.7,96148.94,91887.13,93354.22,10348.6325655,43.29474339710444,-732.3257334462978,4212.854285714287,106492.28531523094,89944.24768476906,-3875.8600000000006
2025-01-01,93347.59,94960.91,92743.63,94383.59,6871.73848196,45.848322203238986,-775.5514122471068,3900.6378571428577,106334.02240518283,89537.8225948172,-704.1600000000035
2025-01-02,94383.59,97776.99,94177.0,96903.19,10912.47383962,51.594338822193166,-599.5857598859438,3639.455000000001,105953.95414699666,89465.33485300335,2138.6300000000047
2025-01-03,96905.48,98969.92,96016.63,98136.51,9021.88538159,54.1584850040038,-356.5035449604038,3420.632142857143,105610.45275443328,89482.48824556674,-457.9600000000064
2025-01-04,98139.85,98761.02,97516.65,98209.85,2742.08960614,54.313468206072876,-156.14131338101288,3278.903571428572,104629.43517929701,89839.71482070298,-1136.429999999993
2025-01-05,98209.85,98814.0,97250.0,98345.33,2377.92175899,54.6186942730834,13.42455253881053,3161.689285714286,102992.1715672062,90701.53043279379,2675.8399999999965
2025-01-06,98347.65,102500.0,97900.0,102279.41,15173.44718169,62.4613740724689,459.9520594271162,3199.605714285715,101718.72224845972,91589.22175154027,8107.520000000004
2025-01-07,102279.41,102735.99,96105.11,96941.98,16587.2869223,49.86936510295074,378.77603708117385,3243.4007142857154,101287.9694295697,91699.09957043029,1811.159999999989
2025-01-08,96941.98,97254.35,92500.0,95036.63,14182.29739458,46.28240409526916,158.8663211453968,3445.3228571428585,101194.79470123269,91558.71629876731,1473.2799999999988
