date,Open,High,Low,Close,Volume,RSI,MACD,ATR,BB_upper,BB_lower,Momentum
2024-07-27,-1.019934421782794,-1.0182148037730854,-1.0121312787822785,-1.0273357607152476,-0.05909482364983754,2.273306187736932,0.7231531634063686,-0.7212890019363145,-1.1253551561413484,-1.3505902732441357,0.44891148310382717
2024-07-28,-1.021099336969181,-1.0833433733725177,-0.9888944951517691,-1.0068910829672548,-0.9183410884010389,2.3095938125671207,0.7292185194314803,-0.7897125443814679,-1.1131200912788013,-1.2929896435499033,0.5246699363275574
2024-07-29,-1.0007954284610143,-0.9840544923946581,-1.026275224981052,-1.0941999165696534,0.3761253486757822,1.6316903392629456,0.6687650688326348,-0.8393932682182873,-1.1127144469380512,-1.2403019431852593,-0.18541331494953492
2024-07-30,-1.0883662232051612,-1.160527418332347,-1.093386677610272,-1.1298721417092912,-0.2506671489812528,1.3731453208240523,0.587719770532715,-0.9336936705571177,-1.1273793460259278,-1.1736141332125491,-0.3643872474392085
2024-07-31,-1.1237855731928663,-1.1697301833208638,-1.1404998996830171,-1.222350682599237,-0.21838143717417166,0.7513632166564126,0.45754263265295014,-0.9298492720492072,-1.1638286500447197,-1.0915778902390825,-0.800409422253199
2024-08-01,-1.2162715393417605,-1.242755811412197,-1.2780010358515577,-1.18212643564317,0.63093828544315,0.8921263704837235,0.3695996226758802,-0.8217988526763561,-1.2081406923687554,-1.0007194276878781,-0.5802220386227235
2024-08-02,-1.1757295266947352,-1.2448517521464235,-1.3418949766834456,-1.4115426444229602,0.5994304964552545,-0.33621931998449023,0.1547308771466482,-0.8076518477452593,-1.234381070859097,-0.9601642942639443,-0.961034124166824
2024-08-03,-1.405476886064987,-1.4436596566141369,-1.4219041307513742,-1.4555945258195382,-0.34187512550125454,-0.5260399299406894,-0.04644108583222018,-0.735119003592852,-1.2328055328155745,-0.9626102109817037,-0.9898410797747835
2024-08-04,-1.4495320220680048,-1.5076110942325827,-1.5839898946179904,-1.60639869902647,-0.04818975266121139,-1.103379999864516,-0.2983371394442605,-0.6324246187130801,-1.1821826426615818,-1.0554268568984828,-1.4927659668642614
2024-08-05,-1.6003259949125894,-1.671967486592408,-2.0693213700429722,-1.849550406895788,6.184952805705024,-1.8010942844761764,-0.642249541747368,-0.09621651501108748,-1.096190770953797,-1.2118995472086327,-2.5467412375545138
2024-08-06,-1.8429965024497803,-1.7419302231401947,-1.773808061177233,-1.7298688081655045,0.7919753571743922,-1.2780337819227343,-0.8376672959556327,-0.03875600247778497,-1.0625377098249131,-1.2957179816901754,-2.201032395643088
2024-08-07,-1.7238271609628453,-1.7028300671293357,-1.7378226685829297,-1.7832185749886613,0.41827373013343455,-1.4247907285051955,-1.0178427832275652,0.04581049144198869,-1.0314918696791355,-1.3816859268009596,-2.411619716258991
2024-08-08,-1.7774150380330858,-1.4093930804533867,-1.7274120460503435,-1.3944987934962794,1.267745160966333,-0.10571582114394738,-0.9200386640196299,0.43240772562939445,-1.0486957470442284,-1.3943037022077274,-1.053176121055072
2024-08-09,-1.3885224792377788,-1.4675662971457095,-1.4379357800599426,-1.444497527720364,0.11155021234278836,-0.2605715883888209,-0.8675421208135345,0.4104567164738974,-1.0711385904085433,-1.4094028644902816,-1.0940597021892076
