Price,Close,High,Low,Open,Volume,Ticker
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,
Date,,,,,,
2019-01-02,3.377544641494751,3.4335807989315374,3.2245609518145475,3.239189874819992,508752000,NVDA
2019-01-03,3.1734840869903564,3.3512626753614363,3.1660457186188395,3.317293803300838,705552000,NVDA
2019-01-04,3.376800775527954,3.414984565504231,3.215882631749183,3.2466280548609334,585620000,NVDA
2019-01-07,3.5555717945098877,3.5925160614928475,3.382752038249361,3.434077418849813,709160000,NVDA
2019-01-08,3.4670541286468506,3.6393780149353425,3.394405366492904,3.6371462917245907,786016000,NVDA
2019-01-09,3.5352392196655273,3.5825972375718473,3.467797352055929,3.5183785754170716,617260000,NVDA
2019-01-10,3.6009457111358643,3.6096238459896495,3.455400384258679,3.51589975310733,523156000,NVDA
2019-01-11,3.690207004547119,3.713018202830035,3.550860280230269,3.5786303112904605,874764000,NVDA
2019-01-14,3.7301254272460938,3.755416153388917,3.6143338398378533,3.637888939503295,730168000,NVDA
2019-01-15,3.715993642807007,3.8022793677617206,3.6976454174440043,3.762855570797725,617012000,NVDA
2019-01-16,3.6904547214508057,3.776244583511169,3.68500002918189,3.743267672473239,470104000,NVDA
2019-01-17,3.7618637084960938,3.801783363580027,3.6302034030080113,3.657477810196698,493436000,NVDA
2019-01-18,3.891044855117798,3.91707949754239,3.7601284446484033,3.811701633369426,651336000,NVDA
2019-01-22,3.6887190341949463,3.8724483800478415,3.658469469786453,3.8607948515802604,661552000,NVDA
2019-01-23,3.701612710952759,3.8327771681851615,3.670371424106886,3.744011904265451,591020000,NVDA
2019-01-24,3.9136078357696533,3.9312119161807204,3.781451671668244,3.786162692703459,708972000,NVDA
2019-01-25,3.9708831310272217,3.98898330572843,3.7514495483344654,3.854099808825433,1154572000,NVDA
2019-01-28,3.421926975250244,3.5119319920686225,3.2481157775417806,3.3857266246901006,2511528000,NVDA
2019-01-29,3.262993574142456,3.4241598138753218,3.248364647630607,3.375809823724717,1153932000,NVDA
2019-01-30,3.406554937362671,3.4209358134287142,3.2595217883562695,3.339113057535904,974228000,NVDA
2019-01-31,3.5642495155334473,3.5999540108787187,3.3815118771525667,3.4033313566584105,842852000,NVDA
2019-02-01,3.588548421859741,3.6396257502642957,3.5352398432141046,3.582845681072949,625048000,NVDA
2019-02-04,3.698885202407837,3.736077276487446,3.582349674384186,3.6044169653657825,528592000,NVDA
