Price,Close,High,Low,Open,Volume,Ticker,RSI,MACD,ATR,BB_upper,BB_lower,Momentum
2019-01-30,3.406554937362671,3.4209358134287142,3.2595217883562695,3.339113057535904,974228000.0,NVDA,30.717352625557652,0.029181122337175847,0.20742598948778174,4.031736867570971,3.1615259240626346,-0.30943870544433594
2019-01-31,3.5642495155334473,3.5999540108787187,3.3815118771525667,3.4033313566584105,842852000.0,NVDA,35.59909888028173,0.024793086779398177,0.21201303748743758,4.029128002200388,3.182805276837088,-0.1262052059173584
2019-02-01,3.588548421859741,3.639625750264296,3.535239843214105,3.582845681072949,625048000.0,NVDA,36.343400240772766,0.023010999177203395,0.20788646494818222,3.998121079392362,3.255318633132052,-0.17331528663635254
2019-02-04,3.698885202407837,3.736077276487446,3.582349674384186,3.6044169653657825,528592000.0,NVDA,39.748597636961186,0.030154337547671606,0.20878969984476772,3.996085870181613,3.2895622850307893,-0.19215965270996094
2019-02-05,3.717977523803711,3.754673742435192,3.677066143058131,3.7107869670479823,542424000.0,NVDA,40.34327495789584,0.03693036518520065,0.20685924620614943,4.003226337097895,3.2986623910438904,0.02925848960876465
2019-02-06,3.793601512908935,3.858067999794347,3.745747625649884,3.7512023185284105,702464000.0,NVDA,42.753452553751714,0.047851042776442476,0.2103482406105321,4.013891828425609,3.320651638142384,0.09198880195617631
2019-02-07,3.6552460193634033,3.7494662025740335,3.612351207362776,3.747234716099995,637120000.0,NVDA,39.60121017447293,0.044824912711515896,0.21103897953725662,4.014379566971423,3.332164579566358,-0.25836181640625044
2019-02-08,3.673842191696167,3.6845037641664473,3.5736712229745025,3.5880520971078647,461604000.0,NVDA,40.23900075333596,0.04342664321469725,0.2077448001299679,4.016323983494937,3.337509811098874,-0.2970409393310547
2019-02-11,3.6311960220336914,3.684008746239106,3.5828460352130014,3.629708206443977,495180000.0,NVDA,39.21627921927249,0.038434268755912715,0.19835818053673646,4.013912540491843,3.334020155850625,0.20926904678344727
2019-02-12,3.748227119445801,3.763848000538042,3.655246686519161,3.6696278001303377,591060000.0,NVDA,43.462956307277466,0.043420680939245226,0.19623291156717038,4.01554279822948,3.3342000673329593,0.4852335453033447
2019-02-13,3.790625810623169,3.863770427023153,3.764095310280993,3.777732514292954,605372000.0,NVDA,44.963163612951604,0.05021482333134131,0.18808606173498402,4.0227878731511435,3.3344182091929113,0.38407087326049805
2019-02-14,3.8315370082855225,3.8598031342649817,3.7464908187723616,3.7896339153887535,827264000.0,NVDA,46.440002618012194,0.0582291919895952,0.17921310159917372,4.0365817443749314,3.3347325666525953,0.2672874927520752
2019-02-15,3.9012105464935303,4.0631201852886,3.878399348111535,4.040309223368042,1516748000.0,NVDA,48.95227343229429,0.06940267826562208,0.14412851756471917,4.055257635839696,3.3299913589875745,0.31266212463378906
2019-02-19,3.883853912353515,3.964437129942812,3.8714567125349433,3.890548608341603,551892000.0,NVDA,48.34392811679747,0.07598134566426751,0.1382131783620873,4.054083087918716,3.330446812632126,0.18496870994567827
2019-02-20,3.9312124252319336,3.998406259232785,3.901954812463394,3.913112246400592,540988000.0,NVDA,50.163794492572826,0.08404757504479798,0.13486591563400338,4.081630824946422,3.327148414708119,0.21323490142822266
2019-02-21,3.862282752990722,3.9684042853198176,3.847653829175415,3.943857695538364,448548000.0,NVDA,47.53862367671498,0.08391079999269735,0.12788793866387843,4.096201755942844,3.328644487915494,0.06868124008178711
2019-02-22,3.947080373764038,3.96592445679535,3.900466262233034,3.914103464920655,401740000.0,NVDA,50.94001599729642,0.08961187418743943,0.12783478128919534,4.101840941730202,3.3263525559275733,0.29183435440063477
2019-02-25,3.934683084487915,4.098080519122409,3.926004714319393,4.030638887763468,656020000.0,NVDA,50.425269938786286,0.09206835227026788,0.12914536719632075,4.095292853115266,3.329280639888579,0.26084089279174805
2019-02-26,3.8952596187591553,3.986008549410264,3.8617866118330086,3.9299723929560586,488464000.0,NVDA,48.73863886214139,0.08979883951611267,0.13247496278204893,4.101513670987235,3.3703930863675002,0.26406359672546387
2019-02-27,3.8533570766448975,3.9074095659055943,3.796328956339589,3.880879299192925,500256000.0,NVDA,46.9414304605344,0.08365472970227694,0.13040282946600387,4.058344528989727,3.472598578615254,0.10512995719909668
2019-02-28,3.828784465789795,3.8694899386371526,3.806446365002562,3.84715160114478,324944000.0,NVDA,45.87316457408759,0.07592742992576174,0.12195949147232042,4.026628092489148,3.546537967958544,0.03815865516662598
2019-03-01,3.883141279220581,3.925335628288048,3.8203457712511417,3.8786734696049785,357188000.0,NVDA,48.6566844084395,0.07334416387965748,0.12154215688981765,4.021861277935433,3.583193958880974,0.051604270935058594
2019-03-04,3.8913321495056152,3.944447602775442,3.8347416278543434,3.921612893171899,409992000.0,NVDA,49.08161407722434,0.07113780932063651,0.12215239002517435,4.015563485095188,3.6197701244858056,-0.009878396987915039
2019-03-05,3.8848788738250737,3.9231020224311486,3.8213386885437974,3.875695187178934,362924000.0,NVDA,48.73936063450444,0.06808370544579745,0.11994605826681726,4.018746744865699,3.635186231857018,0.0010249614715585054
2019-03-06,3.7739319801330566,3.8843823969612887,3.771201822770907,3.8759436211577514,403524000.0,NVDA,43.16630388775307,0.05606454188243415,0.11981275422944686,4.016413861500591,3.643114560855061,-0.15728044509887695
2019-03-07,3.7046825885772705,3.760032058451952,3.6585168042054814,3.7503520022985217,450104000.0,NVDA,40.08535252298294,0.04048473814734388,0.11996295854622938,4.019671865470989,3.630964664451496,-0.1576001644134517
2019-03-08,3.738934993743897,3.749607791845013,3.593984103274318,3.6153296994765514,422416000.0,NVDA,42.27981172898118,0.03054936026964139,0.11453728080105918,4.01165972417836,3.647345703182175,-0.20814538002014116
2019-03-11,3.999549150466919,4.022383625505571,3.71535618056077,3.7625149530236666,859728000.0,NVDA,55.603745134494744,0.04320682474484894,0.12982635419655436,4.0275872160719945,3.663988907165615,0.0648660659790039
2019-03-12,4.033801078796387,4.080214700396872,3.951149080399836,4.027347549256115,579576000.0,NVDA,57.008369938388384,0.055363603733247224,0.13086301656210905,4.03648180116952,3.695354827744359,0.13854146003723145
2019-03-13,4.185204982757568,4.214492987145452,4.063833458803337,4.071279730115803,768900000.0,NVDA,62.635758440206665,0.07633502572125161,0.13514454886244215,4.101373740032011,3.6741606752130456,0.3318479061126709
2019-03-14,4.109254360198975,4.206302049915156,4.101560022716196,4.194388206495997,519384000.0,NVDA,58.49908704648439,0.08583697304938731,0.13522314339060876,4.133698962736423,3.673698307466214,0.2804698944091797
2019-03-15,4.214740753173828,4.257431469987885,4.148966552191375,4.152441383483336,661484000.0,NVDA,62.23008083001241,0.10071818850903291,0.13351609374674406,4.188614293333127,3.65710335135834,0.33159947395324707
2019-03-18,4.193396091461182,4.300123617367974,4.166341636028696,4.2462632469436485,486992000.0,NVDA,61.0343897245825,0.10952676676946682,0.13419895401545998,4.229079414697446,3.6458567844907868,0.3020639419555664
2019-03-19,4.361179351806641,4.40560794827417,4.271081824258751,4.2879593697862415,854972000.0,NVDA,66.48561278148205,0.12856432586979283,0.14142261453310162,4.3074986985707255,3.615170044562819,0.47630047798156694
2019-03-20,4.328666687011719,4.443584678671953,4.293917895045446,4.390220918940857,719148000.0,NVDA,64.5996578552472,0.1394210689890314,0.14760998667538133,4.363807185059296,3.5986069842522275,0.5547347068786621
2019-03-21,4.5654520988464355,4.591761876833635,4.346785296813983,4.351749477326331,824312000.0,NVDA,71.04218772436991,0.16522708498107264,0.1589032247314535,4.474690961153543,3.5580401427435517,0.860769510269165
2019-03-22,4.405609607696533,4.586797945549516,4.391710280234971,4.538150299434049,747644000.0,NVDA,62.7413010976498,0.17081157588047358,0.16500191690241395,4.527897635375213,3.550686391915131,0.6666746139526363
2019-03-25,4.313276767730713,4.429187467460802,4.2470064411457455,4.364903096656983,525212000.0,NVDA,58.48984897150426,0.16587473592255453,0.1707460377901072,4.558947773378791,3.557495622235833,0.31372761726379395
2019-03-26,4.3899712562561035,4.511094193145439,4.333628819179405,4.45500029640404,703508000.0,NVDA,60.86216846258948,0.16623460984447203,0.17675606453014717,4.598446932078443,3.5674676272858763,0.3561701774597168
2019-03-27,4.380788326263428,4.461950725302951,4.31129170245478,4.4155371115779944,474372000.0,NVDA,60.416943592346044,0.16388960941528197,0.17927348216733255,4.629307264007995,3.5893504203181767,0.19558334350585938
2019-03-28,4.399404048919678,4.46517777883166,4.34628836292998,4.406849845718604,480264000.0,NVDA,61.039163041510726,0.16166968542293692,0.17664960554811723,4.655638792483545,3.6200808501556154,0.2901496887207031
2019-03-29,4.4567389488220215,4.481063243132153,4.415785644528867,4.466170702107102,456896000.0,NVDA,62.969857212719866,0.16266176336504223,0.16055187335295112,4.688439714802018,3.644639694797285,0.24199819564819336
2019-04-01,4.5242509841918945,4.554531729587843,4.476844146438741,4.548574807315323,483824000.0,NVDA,65.15923029690015,0.16697091257010044,0.15831809912215014,4.726538010106595,3.669833282961338,0.3308548927307129
2019-04-02,4.542120456695557,4.586549061987976,4.505386661632689,4.548325918273567,440920000.0,NVDA,65.73667330837159,0.16986970918324218,0.15120884855116598,4.759107479143175,3.7029879722118046,0.18094110488891602
2019-04-03,4.681611061096191,4.740683669155821,4.5867973971812805,4.591761577369877,783504000.0,NVDA,69.9267304233963,0.1813324646108736,0.15791036178411627,4.795009124389456,3.7578542350618376,0.35294437408447266
2019-04-04,4.6726765632629395,4.715119220915668,4.609881048061594,4.666223033441049,457376000.0,NVDA,69.34181176437889,0.18753406559327956,0.15484329486019938,4.797370890991243,3.852291865928618,0.1072244644165039
2019-04-05,4.739442825317383,4.756817457582848,4.67937794376251,4.715863677358308,481744000.0,NVDA,71.27545775953402,0.19558181301582334,0.15129750293024438,4.795187927449856,3.954525612627354,0.3338332176208496
2019-04-08,4.7602925300598145,4.785361028162734,4.684838495318896,4.708914251924227,424192000.0,NVDA,71.87207487603064,0.20132139997287268,0.14331969407530507,4.827874022318534,3.9979138557179645,0.44701576232910156
2019-04-09,4.697495937347412,4.737953102911111,4.655301356208773,4.726783935156464,439972000.0,NVDA,67.335701083998,0.19851455158925368,0.14012857909134327,4.838976844139996,4.053180519751606,0.3075246810913086
2019-04-10,4.767985820770264,4.793798990240067,4.692284201535261,4.696751774441518,444772000.0,NVDA,69.65130396716188,0.1996763043641474,0.12858712186869248,4.8730645686588705,4.077370879034001,0.38719749450683594
