Price,Close,High,Low,Open,Volume,Ticker,RSI,MACD,ATR,BB_upper,BB_lower,Momentum
2019-01-30,-0.8915152957297104,-0.8946858410743912,-0.8958466011893074,-0.8947791016212822,2.7584211905546616,NVDA,-2.0414727426640558,-0.36192540112016,-0.7951260897656276,-0.8971948043976616,-0.9178914760538929,-0.34468971434952417
2019-01-31,-0.8845299431075412,-0.8868808382244894,-0.8903268626079236,-0.8919301821015396,2.053069792724862,NVDA,-1.6513997175263775,-0.3651609849439092,-0.7902247385755692,-0.8973049287904789,-0.916741676239679,-0.2914634866053789
2019-02-01,-0.8834535812503922,-0.8851511926165255,-0.8833710664962865,-0.8839663794177844,0.8836906378341542,NVDA,-1.5919267608933134,-0.36647503396248315,-0.7946340626610505,-0.8986137807480646,-0.9128235193070077,-0.3051481670369998
2019-02-04,-0.8785660237435724,-0.8809460087426386,-0.8812394674849423,-0.8830094114860967,0.3658230331797947,NVDA,-1.3198364923266532,-0.3612077862898687,-0.7936689383729215,-0.8986996901940318,-0.9109732118747983,-0.31062213616883017
2019-02-05,-0.8777202965228081,-0.8801352226226365,-0.8769537902500891,-0.8782905139405639,0.44008637301950504,NVDA,-1.2723191554037696,-0.35621138069456626,-0.7957316661315375,-0.8983982796297099,-0.9104815004814071,-0.2463039165192245
2019-02-06,-0.8743704018293901,-0.8756273430615262,-0.8738461293488713,-0.8764975657419484,1.2993334022233254,NVDA,-1.079735350986492,-0.3481588553006066,-0.7920036068486804,-0.8979480721296197,-0.9092933425286471,-0.22808182339714717
2019-02-07,-0.8804990964290431,-0.88036226581733,-0.8798819750794804,-0.876673580680982,0.9485046226913681,NVDA,-1.3316133996791244,-0.3503902176853719,-0.7912655386922595,-0.8979274839030991,-0.9086712569769552,-0.32985274329662284
2019-02-08,-0.8796753469845549,-0.8831945589815453,-0.881632145148721,-0.8837354069306204,0.006167697061914693,NVDA,-1.2806511235754328,-0.3514212526680145,-0.79478543431127,-0.897845406962123,-0.9083824349301495,-0.34108837330453146
2019-02-11,-0.8815644324339902,-0.8832161412362473,-0.8812170084307344,-0.8818874149310535,0.18643561915981194,NVDA,-1.3623710782493434,-0.3551024548433958,-0.8048152223399457,-0.8979471978400747,-0.908570993529588,-0.19401389893366022
2019-02-12,-0.8763803386454408,-0.8797352347350449,-0.8779410646858352,-0.8801164600595095,0.7012107076380817,NVDA,-1.0230428763998607,-0.35142564904123236,-0.8070861141191376,-0.8978783820454702,-0.908561272266392,-0.11385088679102362
2019-02-13,-0.8745022156812409,-0.8753787233043945,-0.8730159436859481,-0.8753206053800425,0.7780511442912001,NVDA,-0.9031697057098301,-0.34641588625999176,-0.8157911837245153,-0.8975725558094136,-0.9085494852786624,-0.1432369293829028
2019-02-14,-0.8726899838012245,-0.8755516930455994,-0.8738125017665649,-0.8747926229457922,1.9693785737094338,NVDA,-0.7851637651536543,-0.3405063713422636,-0.8252721164996369,-0.8969902943749036,-0.9085324994167063,-0.17716052317835565
2019-02-15,-0.8696036745668636,-0.8666872860452097,-0.8678439791940233,-0.8636719020955352,5.671184863909177,NVDA,-0.5844222629619339,-0.33226743367332956,-0.8627606859941953,-0.8962019550335683,-0.908788683885763,-0.16397996123647515
2019-02-19,-0.8703725165347256,-0.8709897622134551,-0.8681581156441787,-0.8703157395261027,0.49091960766398,NVDA,-0.6330317328446721,-0.32741655460988284,-0.8690813425128525,-0.8962515345856951,-0.9087640740904632,-0.20107273515152171
2019-02-20,-0.8682746897358927,-0.8695087443354209,-0.8667781548580604,-0.8693147477561396,0.43237655838605915,NVDA,-0.4876163946635689,-0.3214687994108541,-0.872657958706309,-0.8950887004096304,-0.9089422983701405,-0.19286188533861393
2019-02-21,-0.8713280481475812,-0.8708167984619227,-0.8692351350555438,-0.8679507859043198,-0.06392933626278588,NVDA,-0.6973791041968395,-0.321569652546669,-0.8801140646222024,-0.8944736380354442,-0.9088614601644808,-0.23485227530517475
2019-02-22,-0.86757179165802,-0.8709249163458945,-0.8668455079374615,-0.8692707742808417,-0.31523922718363334,NVDA,-0.42559287792886574,-0.3173658799929563,-0.8801708643246872,-0.8942355989561498,-0.9089853014768473,-0.1700300756789458
2019-02-25,-0.8681209509135714,-0.8651630527041685,-0.8656899584933974,-0.8641009076631505,1.0499778097193124,NVDA,-0.46672335496389,-0.31555455903998303,-0.878770477453644,-0.8945120042819917,-0.9088270865898603,-0.17903315126519329
2019-02-26,-0.8698672811482429,-0.8700492712867329,-0.8685956628945908,-0.8685667802564715,0.1503777395788768,NVDA,-0.6014926059714434,-0.3172280183040315,-0.875212738949982,-0.8942494135792662,-0.9066056335304377,-0.17809701036317085
2019-02-27,-0.8717234263361668,-0.8734761033015321,-0.871557453889573,-0.8707446995570052,0.21368841796160268,NVDA,-0.7450974722299655,-0.32175846981547135,-0.8774268542361788,-0.8960716523212582,-0.9010831039101197,-0.22426454040257188
2019-02-28,-0.8728119124062735,-0.8751293586862541,-0.8710996671013865,-0.87224096306193,-0.7275532415221524,NVDA,-0.8304566212382629,-0.327456310188218,-0.886448727285362,-0.8974104539901127,-0.8970878932929965,-0.2437185691882711
2019-03-01,-0.8704040838452921,-0.8726945460633545,-0.8704707546242695,-0.8708425568820386,-0.5544367630814626,NVDA,-0.6080411277525717,-0.3293611201472897,-0.8868946575116766,-0.8976116688800488,-0.8951072385240678,-0.23981284556841795
2019-03-04,-0.8700412551552567,-0.8718612843197656,-0.8698193790421315,-0.868937633150986,-0.27093463779979227,NVDA,-0.5740873758111938,-0.33098800876900336,-0.8862426113799557,-0.8978775088196796,-0.8931308970035878,-0.2576725191195638
2019-03-05,-0.8703271141031009,-0.8727919289011162,-0.8704258276638707,-0.8709746825698069,-0.5236404561612358,NVDA,-0.6014349331809243,-0.33323999806201715,-0.8886001203465718,-0.8977431383177137,-0.8922979093850637,-0.2545052781836096
2019-03-06,-0.8752416976212087,-0.8744800633558483,-0.8726943922258524,-0.870963661281151,-0.3056610173604665,NVDA,-1.0467467111877329,-0.34210250856097707,-0.8887425583376838,-0.8978416130673089,-0.8918695133099763,-0.30049031719121166
2019-03-07,-0.8783092185499498,-0.8799016057480551,-0.8777931002492406,-0.876535288362111,-0.05557524742598792,NVDA,-1.2929282938529447,-0.35359051048773804,-0.8885820620649459,-0.89770408749275,-0.8925260158256124,-0.3005831902362372
