Price,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,,,,,,
2019-01-02,37.61785125732422,37.839386848487095,36.73886211985297,36.896080457482114,148158800.0,AAPL,,,,,
2019-01-03,33.87083435058594,34.71170924937219,33.8255741979129,34.29722555279616,365248800.0,AAPL,,,,,
2019-01-04,35.31675720214844,35.38583963670284,34.2543503413726,34.42824136270886,234428400.0,AAPL,,,,,
2019-01-07,35.23815155029297,35.45254119796696,34.754588999265515,35.42157295630101,219111200.0,AAPL,,,,,
2019-01-08,35.90990447998047,36.16478912877367,35.37870094056626,35.62643599572281,164101200.0,AAPL,,,,,
2019-01-09,36.51970672607422,36.81032108583574,35.64310209875845,36.03852503674899,180396400.0,AAPL,,,,,
2019-01-10,36.636436462402344,36.67693143634063,35.93610349421872,36.32676495224882,143122800.0,AAPL,,,,,
2019-01-11,36.27674102783203,36.612615608918475,36.09093884143746,36.41728668965994,108092800.0,AAPL,,,,,
2019-01-14,35.73124694824219,36.03377252347302,35.54544475489296,35.93372546819039,129756800.0,AAPL,,,,,
2019-01-15,36.4625358581543,36.538760602400515,35.74314597896558,35.79555208084636,114843600.0,AAPL,,,,,
2019-01-16,36.907997131347656,37.13191353036799,36.445872415883635,36.46492951737159,122278800.0,AAPL,,,,,
2019-01-17,37.127140045166016,37.555915645850185,36.507797106981144,36.73171345593675,119284800.0,AAPL,,,,,
2019-01-18,37.3558235168457,37.60832370736827,37.15572580295646,37.51780339953194,135004000.0,AAPL,,,,,
2019-01-22,36.517330169677734,37.33438282804455,36.35534664867075,37.25815806827708,121576000.0,AAPL,,,,,
2019-01-23,36.66501998901367,36.95563439699075,36.13619728825342,36.71980687861818,92522400.0,AAPL,,,,,
2019-01-24,36.374412536621094,36.79842308807364,36.14573456729226,36.710287166016776,101766000.0,AAPL,,,,,
2019-01-25,37.57974624633789,37.66788580339846,36.760312613511495,37.03663152428315,134142000.0,AAPL,,,,,
2019-01-28,37.231964111328125,37.23911007071621,36.603094241781356,37.11047553218914,104768400.0,AAPL,,,,,
2019-01-29,36.8460578918457,37.66787943003454,36.710281051690714,37.22004666542963,166348800.0,AAPL,,,,,
2019-01-30,39.36391830444336,39.578304302722984,38.16811172006146,38.887501744026494,244439200.0,AAPL,,,,,
2019-01-31,39.64738464355469,40.257197227088255,39.199551937310474,39.568775479069075,162958400.0,AAPL,,,,,
2019-02-01,39.666439056396484,40.25242931959905,39.52589342559066,39.77125126861664,130672400.0,AAPL,,,,,
2019-02-04,40.79316329956055,40.89082955557132,39.84747624498772,39.87844448098369,125982000.0,AAPL,,,,,
2019-02-05,41.491119384765625,41.70550903271067,41.05520140029468,41.17668632312443,144406400.0,AAPL,,,,,
2019-02-06,41.50542449951172,41.82224204337491,41.174315036113065,41.60308716126109,112958400.0,AAPL,,,,,
2019-02-07,40.71932601928711,41.43395089534404,40.57639959016769,41.06710809016357,126966800.0,AAPL,,,,,
2019-02-08,40.76715850830078,40.826965969177806,40.291089805590886,40.42745256856221,95280000.0,AAPL,,,,,
2019-02-11,40.5327262878418,40.95855893207921,40.48966665155167,40.920281266248566,83973600.0,AAPL,,,,,
2019-02-12,40.88199996948242,40.90831540610889,40.597315786984844,40.693009943062364,89134000.0,AAPL,,,,,
2019-02-13,40.71214294433594,41.26237244865827,40.649944483984534,41.001612731729914,89960800.0,AAPL,,,,,
2019-02-14,40.860469818115234,40.97051353375331,40.52076378013357,40.599710089365466,87342800.0,AAPL,,,,,
2019-02-15,40.76955795288086,41.07577192408644,40.60927436251219,40.96811920223984,98507200.0,AAPL,,,,,
2019-02-19,40.891563415527344,41.013572995865594,40.54707543963872,40.59970630755749,75891200.0,AAPL,,,,,
2019-02-20,41.15470886230469,41.46331739844876,40.90591143619729,40.95375667386898,104457600.0,AAPL,,,,,
2019-02-21,40.92266845703125,41.236059059948154,40.74085503673257,41.09969990731384,68998800.0,AAPL,,,,,
2019-02-22,41.37961196899414,41.38678857671853,40.99923715816156,41.047082426444156,75652800.0,AAPL,,,,,
2019-02-25,41.68102264404297,42.07335951698332,41.61403856698182,41.66427844995689,87493600.0,AAPL,,,,,
2019-02-26,41.704952239990234,41.93700555357512,41.42744465771321,41.556630858244425,68280800.0,AAPL,,,,,
2019-02-27,41.834129333496094,41.86523038704116,41.3221775193489,41.4370104938114,111341600.0,AAPL,,,,,
2019-02-28,41.422664642333984,41.84371169320655,41.367642775589275,41.70256689790694,112861600.0,AAPL,,,,,
2019-03-01,41.858062744140625,41.90112238101423,41.36046403267698,41.692993502073456,103544800.0,AAPL,,,,,
2019-03-04,42.0685920715332,42.523127558569534,41.6188385556819,42.03031439989486,109744800.0,AAPL,,,,,
2019-03-05,41.99201965332031,42.104457986563084,41.755180763016945,42.090104778124974,78949600.0,AAPL,,,,,
2019-03-06,41.75040054321289,41.98245382364105,41.61164677190009,41.78628356581174,83241600.0,AAPL,,,,,
2019-03-07,41.26716232299805,41.731268964485146,41.1523329803737,41.59490615420206,99185600.0,AAPL,,,,,
2019-03-08,41.365238189697266,41.40351584543841,40.54946344721021,40.74563369511494,95997600.0,AAPL,,,,,
2019-03-11,42.7982292175293,42.85086008948582,41.94896596170817,41.98245800292062,128044000.0,AAPL,,,,,
2019-03-12,43.27907180786133,43.7001150177496,42.910655805146085,43.061371774471205,129870400.0,AAPL,,,,,
2019-03-13,43.47046661376953,43.8508412776213,43.281472949096475,43.59964915325102,124130000.0,AAPL,,,,,
2019-03-14,43.95370864868164,44.04222619421503,43.673810102809064,43.99437729377165,94318000.0,AAPL,,,,,
2019-03-15,44.525482177734375,44.81495205623566,43.956117314378744,44.22166273502183,156171600.0,AAPL,,,,,
2019-03-18,44.980010986328125,45.06852488941189,44.44652563165641,44.4489202671077,104879200.0,AAPL,,,,,
2019-03-19,44.623558044433594,45.21206527171253,44.47762764277541,45.058958264264525,126585600.0,AAPL,,,,,
2019-03-20,45.01349639892578,45.331672586572196,44.192935988604326,44.551780818984106,124140800.0,AAPL,,,,,
2019-03-21,46.6713752746582,46.968021759872464,45.40824128981,45.45848119107135,204136800.0,AAPL,,,,,
2019-03-22,45.70487594604492,47.29336243407434,45.64028284695774,46.731170674231585,169630800.0,AAPL,,,,,
2019-03-25,45.152252197265625,45.92735472943375,44.6403003623013,45.814916385507885,175381200.0,AAPL,,,,,
2019-03-26,44.68576431274414,46.14267759853369,44.15706812534441,45.85081674426357,199202000.0,AAPL,,,,,
2019-03-27,45.0876579284668,45.39626288224438,44.62833697497821,45.15464200603648,119393600.0,AAPL,,,,,
2019-03-28,45.1474723815918,45.34842464537016,44.86278818272628,45.202494243025605,83121600.0,AAPL,,,,,
2019-03-29,45.44172286987305,45.472823927790444,45.10440780439011,45.413016447400935,94256000.0,AAPL,,,,,
2019-04-01,45.75033187866211,45.8555899786877,45.06613415152161,45.84602238790681,111448000.0,AAPL,,,,,
2019-04-02,46.41539001464844,46.52065176331116,45.704876861533926,45.71444445215832,91062800.0,AAPL,,,,,
2019-04-03,46.73357009887695,47.00868306890755,46.207261312169265,46.23118576624114,93087200.0,AAPL,,,,,
2019-04-04,46.81489944458008,46.977574023468094,46.204862473032904,46.599590345608895,76457200.0,AAPL,,,,,
2019-04-05,47.128292083740234,47.152216534789176,46.87231432887972,46.996714903688506,74106400.0,AAPL,,,,,
2019-04-08,47.869911193847656,47.90100860298469,46.97040430689956,46.98954313963878,103526800.0,AAPL,,,,,
2019-04-09,47.72636413574219,48.52778574553339,47.66177104187914,47.92253440215642,143072800.0,AAPL,,,,,
2019-04-10,47.99431228637695,48.02302236315101,47.41059061354983,47.53020559075672,86781200.0,AAPL,,,,,
2019-04-11,47.59480285644531,48.08522503588826,47.472796883170325,48.04934199973671,83603200.0,AAPL,,,,,
2019-04-12,47.575653076171875,47.879476097016486,46.93930426252386,47.654599387904355,111042800.0,AAPL,,,,,
2019-04-15,47.66177749633789,47.810102533826864,47.36991669237575,47.50627950340221,70146400.0,AAPL,,,,,
2019-04-16,47.666561126708984,48.17372738438398,47.50149189935205,47.71680101561021,102785600.0,AAPL,,,,,
2019-04-17,48.59477615356445,48.65458363520854,47.51345586333893,47.73593794288261,115627200.0,AAPL,,,,,
2019-04-18,48.76941680908203,48.838791887081165,48.44884955837286,48.59238533537911,96783200.0,AAPL,,,,,
2019-04-22,48.9296875,49.027772627759255,48.40577347407819,48.52299743045083,77758000.0,AAPL,,,,,
2019-04-23,49.63542556762695,49.70001867175577,48.77898196787563,48.90577354056907,93292000.0,AAPL,,,,,
2019-04-24,49.55887222290039,49.87465382624778,49.53255678509153,49.60671747790951,70162400.0,AAPL,,,,,
2019-04-25,49.109127044677734,49.702416337244976,49.07084937409673,49.4799342214171,74172800.0,AAPL,,,,,
2019-04-26,48.874671936035156,49.042132144995094,48.35314882772133,49.01820769356134,74596400.0,AAPL,,,,,
2019-04-29,48.948822021484375,49.274174778566774,48.76939962567477,48.898582144500175,88818800.0,AAPL,,,,,
2019-04-30,48.006263732910156,48.65936033968653,47.63306567189509,48.57802304953885,186139600.0,AAPL,,,,,
2019-05-01,50.36267852783203,51.508588118959366,50.054069919017955,50.20957154101496,259309200.0,AAPL,,,,,
2019-05-02,50.03493881225586,50.87224357416548,49.790926909900726,50.20000804937549,127985200.0,AAPL,,,,,
2019-05-03,50.65693283081055,50.67846264636448,50.29330234990099,50.45119496468051,83569600.0,AAPL,,,,,
2019-05-06,49.87464141845703,49.96076431619142,48.68327770842963,48.87226769632446,129772400.0,AAPL,,,,,
2019-05-07,48.53017807006836,49.62106583922841,48.04454166099368,49.252653396273296,155054800.0,AAPL,,,,,
2019-05-08,48.53974151611328,49.12346301127,48.264628612418775,48.30051163451517,105358000.0,AAPL,,,,,
2019-05-09,48.01823425292969,48.24789295306125,47.04696127241334,47.94167891931302,139634400.0,AAPL,,,,,
2019-05-10,47.35300827026367,47.7540639685717,46.293944343440415,47.41064587308777,164834800.0,AAPL,,,,,
2019-05-13,44.600868225097656,45.50383515609177,43.91163565355445,45.07877029371953,229722400.0,AAPL,,,,,
2019-05-14,45.306922912597656,45.556678529738576,44.52643157045996,44.76658275265618,146118800.0,AAPL,,,,,
2019-05-15,45.84965896606445,46.0489848683274,44.672919749406795,44.732957539326385,106178800.0,AAPL,,,,,
2019-05-16,45.647926330566406,46.22188737337899,45.35013761604524,45.607101079000785,132125600.0,AAPL,,,,,
2019-05-17,45.38857650756836,45.84486231886198,44.85063650384428,44.89146176785127,131516400.0,AAPL,,,,,
2019-05-20,43.969276428222656,44.271869244843735,43.29445223308519,44.07254333586166,154449200.0,AAPL,,,,,
2019-05-21,44.81221008300781,45.148420257456486,44.35592065835196,44.48080029361121,113459200.0,AAPL,,,,,
